Campbell	B	Campbell_College	
College	I	Campbell_College	
in	O
Belfast	B	Belfast	
,	O
took	O
up	O
the	O
post	O
of	O
lecteur	B	lecteur	
d	O
'	O
anglais	O
in	O
the	O
École	B	École_Normale_Supérieure	
Normale	I	École_Normale_Supérieure	
Supérieure	I	École_Normale_Supérieure	
in	O
Paris	B	Paris	
.	O

-DOCSTART-	sentence-2
After	O
graduating	O
from	O
Magdalene	B	Magdalene_College	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Magdalene_College,_Cambridge
College	I	Magdalene_College	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Magdalene_College,_Cambridge
in	O
1921	O
,	O
Blackett	B	Blackett	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Patrick_Blackett,_Baron_Blackett
spent	O
ten	O
years	O
working	O
at	O
the	O
Cavendish	B	Cavendish_Laboratory	
Laboratory	I	Cavendish_Laboratory	
as	O
an	O
experimental	O
physicist	B	physicist	
with	O
Professor	B	Professor	
Rutherford	B	Rutherford	
and	O
in	O
1923	O
became	O
a	O
fellow	B	fellow	
of	O
King	B	King's_College	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-King's_College,_Cambridge
'	I	King's_College	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-King's_College,_Cambridge
s	I	King's_College	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-King's_College,_Cambridge
College	I	King's_College	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-King's_College,_Cambridge
,	O
Cambridge	B	Cambridge	
,	O
a	O
position	O
he	O
he	B	he	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Patrick_Blackett,_Baron_Blackett
until	O
1933	O
.	O

-DOCSTART-	sentence-42
Rita	B	Rita_Levi-Montalcini	
Levi	I	Rita_Levi-Montalcini	
-	I	Rita_Levi-Montalcini	
Montalcini	I	Rita_Levi-Montalcini	
had	O
been	O
the	O
oldest	O
living	O
Nobel	B	Nobel_laureate	
laureate	I	Nobel_laureate	
and	O
was	O
the	O
first	O
ever	O
to	O
reach	O
a	O
100th	O
birthday	O
.	O
On	O
22	O
April	O
2009	O
,	O
Rita	B	Rita_Levi-Montalcini	
Levi	I	Rita_Levi-Montalcini	
-	I	Rita_Levi-Montalcini	
Montalcini	I	Rita_Levi-Montalcini	
was	O
feted	O
with	O
a	O
100th	O
birthday	O
party	O
at	O
Rome	B	Rome's_city_hall	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Rome's_City_Hall
'	I	Rome's_city_hall	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Rome's_City_Hall
s	I	Rome's_city_hall	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Rome's_City_Hall
city	I	Rome's_city_hall	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Rome's_City_Hall
hall	I	Rome's_city_hall	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Rome's_City_Hall
.	O

-DOCSTART-	sentence-47
She	B	She	
was	O
appointed	O
as	O
Senator	B	Senator_for_Life	
for	I	Senator_for_Life	
Life	I	Senator_for_Life	
in	O
Italy	B	Italy	
by	O
the	O
President	B	President	
Carlo	B	Carlo_Azeglio_Ciampi	
Azeglio	I	Carlo_Azeglio_Ciampi	
Ciampi	I	Carlo_Azeglio_Ciampi	
.	O

-DOCSTART-	sentence-52
In	O
2009	O
,	O
Wiesel	B	Wiesel	
criticized	O
the	O
Vatican	B	Vatican	
for	O
lifting	O
the	O
excommunication	O
of	O
controversial	O
bishop	B	bishop	
Richard	B	Richard_Williamson	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Richard_Williamson_(bishop)
Williamson	I	Richard_Williamson	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Richard_Williamson_(bishop)
,	O
a	O
member	B	member	
of	O
the	O
Society	B	Society_of_Saint_Pius_X	
of	I	Society_of_Saint_Pius_X	
Saint	I	Society_of_Saint_Pius_X	
Pius	I	Society_of_Saint_Pius_X	
X	I	Society_of_Saint_Pius_X	
.	O

-DOCSTART-	sentence-32
Dulbecco	B	Dulbecco	
was	O
born	O
in	O
Catanzaro	B	Catanzaro	
(	O
Southern	B	Southern_Italy	
Italy	I	Southern_Italy	
)	O
,	O
but	O
spent	O
his	B	his	
childhood	O
and	O
grew	O
up	O
in	O
Liguria	B	Liguria	
,	O
in	O
the	O
coastal	O
city	O
Imperia	B	Imperia	
.	O
Dulbecco	B	Dulbecco	
graduated	O
from	O
high	B	high_school	
school	I	high_school	
at	O
16	O
,	O
then	O
moved	O
to	O
the	O
University	B	University_of_Turin	
of	I	University_of_Turin	
Turin	I	University_of_Turin	
.	O

-DOCSTART-	sentence-72
A	O
man	B	man	
from	O
Japan	B	Japan	
received	O
his	O
bachelor	O
'	O
s	O
degree	O
from	O
Kyoto	B	Kyoto_University	
University	I	Kyoto_University	
in	O
1963	O
.	O
Such	O
a	O
man	B	man	
did	O
post	O
-	O
doctoral	O
work	O
at	O
the	O
Salk	B	Salk_Institute	
Institute	I	Salk_Institute	
in	O
San	B	San_Diego	
Diego	I	San_Diego	
in	O
the	O
laboratory	O
of	O
Renato	B	Renato_Dulbecco	
Dulbecco	I	Renato_Dulbecco	
,	O
then	O
worked	O
at	O
the	O
Basel	B	Basel_Institute_for_Immunology	
Institute	I	Basel_Institute_for_Immunology	
for	I	Basel_Institute_for_Immunology	
Immunology	I	Basel_Institute_for_Immunology	
in	O
Basel	B	Basel	
,	O
Switzerland	O
.	O

-DOCSTART-	sentence-15
The	O
woman	B	woman	
was	O
awarded	O
the	O
Nobel	O
Prize	O
in	O
Physics	O
in	O
1963	O
,	O
which	O
she	B	she	
shared	O
with	O
J	B	J._Hans_D._Jensen	
.	I	J._Hans_D._Jensen	
Hans	I	J._Hans_D._Jensen	
D	I	J._Hans_D._Jensen	
.	I	J._Hans_D._Jensen	
Jensen	I	J._Hans_D._Jensen	
and	O
Eugene	B	Eugene_Wigner	
Wigner	I	Eugene_Wigner	
.	O

-DOCSTART-	sentence-30
After	O
working	O
as	O
a	O
assistant	B	assistant	
at	O
Harvard	B	Harvard	
from	O
1909	O
to	O
1910	O
,	O
Eliot	B	Eliot	
moved	O
to	O
Paris	B	Paris	
,	O
where	O
from	O
1910	O
to	O
1911	O
,	O
he	B	he	
studied	O
philosophy	O
at	O
the	O
Sorbonne	B	Sorbonne	
.	O
Eliot	B	Eliot	
attended	O
lectures	O
by	O
Henri	B	Henri_Bergson	
Bergson	I	Henri_Bergson	
and	O
read	O
poetry	O
with	O
Alain	B	Alain-Fournier	
-	I	Alain-Fournier	
Fournier	I	Alain-Fournier	
.	O

-DOCSTART-	sentence-46
In	O
September	O
1946	O
,	O
Levi	B	Levi-Montalcini	
-	I	Levi-Montalcini	
Montalcini	I	Levi-Montalcini	
accepted	O
an	O
invitation	O
to	O
Washington	B	Washington_University	
University	I	Washington_University	
in	O
St	B	St._Louis	
.	I	St._Louis	
Louis	I	St._Louis	
,	O
under	O
the	O
supervision	O
of	O
Professor	B	Professor	
Viktor	B	Viktor_Hamburger	
Hamburger	I	Viktor_Hamburger	
.	O
Although	O
the	O
initial	O
invitation	O
was	O
for	O
one	O
semester	O
,	O
after	O
she	B	she	
repeated	O
the	O
exciting	O
results	O
from	O
her	B	her	
home	O
laboratory	O
,	O
Hamburger	B	Hamburger	
offered	O
her	B	her	
a	O
research	B	research_associate	
associate	I	research_associate	
position	O
.	O

-DOCSTART-	sentence-63
In	O
1946	O
a	O
woman	B	woman	
from	O
Ghana	B	Ghana	
working	O
at	O
RCA	B	RCA	
sent	O
a	O
friend	B	friend	
money	O
to	O
return	O
to	O
the	O
United	B	United_States	
States	I	United_States	
.	O

-DOCSTART-	sentence-92
In	O
1953	O
,	O
he	B	he	
moved	O
to	O
Trinity	B	Trinity_College,_Cambridge	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Trinity_College,_Cambridge
College	I	Trinity_College,_Cambridge	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Trinity_College,_Cambridge
,	I	Trinity_College,_Cambridge	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Trinity_College,_Cambridge
Cambridge	I	Trinity_College,_Cambridge	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Trinity_College,_Cambridge
,	O
where	O
he	B	he	
earned	O
a	O
second	O
B	O
.	O
A	O
.	O
in	O
Economics	O
in	O
1955	O
with	O
a	O
first	O
class	O
topping	O
the	O
list	O
.	O
He	B	He	
was	O
elected	O
President	B	President	
of	O
the	O
Cambridge	B	Cambridge_Majlis	
Majlis	I	Cambridge_Majlis	
.	O

-DOCSTART-	sentence-76
Shuji	B	Shuji_Nakamura	
Nakamura	I	Shuji_Nakamura	
graduated	O
from	O
the	O
University	B	University_of_Tokushima	
of	I	University_of_Tokushima	
Tokushima	I	University_of_Tokushima	
in	O
1977	O
with	O
a	O
B	O
.	O
Eng	O
.	O
degree	O
in	O
electronic	O
engineering	O
,	O
and	O
obtained	O
an	O
M	O
.	O
Eng	O
.	O
degree	O
in	O
the	O
same	O
subject	O
two	O
years	O
later	O
,	O
after	O
which	O
he	B	he	
joined	O
the	O
Nichia	B	Nichia_Corporation	
Corporation	I	Nichia_Corporation	
,	O
also	O
based	O
in	O
Tokushima	B	Tokushima	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Tokushima,_Tokushima
.	O

-DOCSTART-	sentence-21
One	B	One_of_the_them	
of	I	One_of_the_them	
the	I	One_of_the_them	
them	I	One_of_the_them	
was	O
an	O
eminent	O
scholar	B	scholar	
at	O
Berkeley	B	Berkeley	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-University_of_California,_Berkeley
.	O

-DOCSTART-	sentence-87
Fert	B	Fert	
graduated	O
in	O
1962	O
from	O
the	O
École	B	École_Normale_Supérieure	
Normale	I	École_Normale_Supérieure	
Supérieure	I	École_Normale_Supérieure	
in	O
Paris	B	Paris	
.	O
He	B	He	
received	O
his	B	his	
Ph	O
.	O
D	O
.	O
(	O
doctorat	O
de	O
troisième	O
cycle	O
)	O
in	O
1963	O
and	O
his	B	his	
Sc	O
.	O
D	O
.	O
(	O
doctorat	O
des	O
sciences	O
)	O
,	O
both	O
from	O
the	O
Orsay	B	Orsay_Faculty_of_Sciences	
Faculty	I	Orsay_Faculty_of_Sciences	
of	I	Orsay_Faculty_of_Sciences	
Sciences	I	Orsay_Faculty_of_Sciences	
of	O
the	O
University	B	University_of_Paris	
of	I	University_of_Paris	
Paris	I	University_of_Paris	
.	O

-DOCSTART-	sentence-25
During	O
his	B	his	
lifetime	O
,	O
Neruda	B	Neruda	
occupied	O
many	O
diplomatic	B	diplomatic_positions	
positions	I	diplomatic_positions	
and	O
served	O
a	O
term	O
as	O
a	O
Senator	B	Senator	
for	O
the	O
Chilean	B	Chilean_Communist_Party	
Communist	I	Chilean_Communist_Party	
Party	I	Chilean_Communist_Party	
.	O
When	O
President	B	President	
González	B	González_Videla	
Videla	I	González_Videla	
outlawed	O
communism	O
in	O
Chile	B	Chile	
in	O
1948	O
,	O
a	O
warrant	O
was	O
issued	O
for	O
Neruda	B	Neruda	
'	O
s	O
arrest	O
.	O
Friends	O
hide	O
him	B	him	
for	O
months	O
in	O
the	O
basement	O
of	O
a	O
house	B	house	
in	O
the	O
port	O
city	O
of	O
Valparaíso	B	Valparaíso	
.	O
Later	O
,	O
Neruda	B	Neruda	
escaped	O
through	O
a	O
mountain	B	mountain_pass	
pass	I	mountain_pass	
near	O
Maihue	B	Maihue_Lake	
Lake	I	Maihue_Lake	
into	O
Argentina	B	Argentina	
.	O

-DOCSTART-	sentence-8
Nelson	B	Nelson_Mandela	
Mandela	I	Nelson_Mandela	
publicly	O
launched	O
Umkhonto	B	Umkhonto_we_Sizwe	
we	I	Umkhonto_we_Sizwe	
Sizwe	I	Umkhonto_we_Sizwe	
at	O
the	O
All	O
In	O
Conference	O
,	O
where	O
delegates	O
from	O
several	O
movements	O
had	O
convened	O
to	O
discuss	O
cooperation	O
.	O

-DOCSTART-	sentence-78
Munro	B	Munro	
began	O
writing	O
as	O
a	O
teenager	O
,	O
publishing	O
her	B	her	
first	O
story	O
,	O
"	O
The	O
Dimensions	O
of	O
a	O
Shadow	O
"	O
,	O
in	O
1950	O
while	O
studying	O
English	O
and	O
journalism	O
at	O
the	O
University	B	University_of_Western_Ontario	
of	I	University_of_Western_Ontario	
Western	I	University_of_Western_Ontario	
Ontario	I	University_of_Western_Ontario	
.	O

-DOCSTART-	sentence-7
In	O
1944	O
Lutuli	B	Lutuli	
joined	O
the	O
African	B	African_National_Congress	
National	I	African_National_Congress	
Congress	I	African_National_Congress	
.	O
In	O
1945	O
he	B	he	
was	O
elected	O
to	O
the	O
Committee	O
of	O
the	O
KwaZulu	B	KwaZulu_Provincial_Division	
Provincial	I	KwaZulu_Provincial_Division	
Division	I	KwaZulu_Provincial_Division	
of	O
the	O
African	B	African_National_Congress	
National	I	African_National_Congress	
Congress	I	African_National_Congress	
and	O
in	O
1951	O
to	O
the	O
presidency	O
of	O
the	O
Division	B	Division	
.	O

-DOCSTART-	sentence-3
The	O
man	B	man	
served	O
on	O
various	O
committees	O
and	O
spent	O
time	O
at	O
the	O
Royal	B	Royal_Aircraft_Establishment	
Aircraft	I	Royal_Aircraft_Establishment	
Establishment	I	Royal_Aircraft_Establishment	
in	O
Farnborough	B	Farnborough	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Farnborough,_Hampshire
,	O
where	O
he	B	he	
made	O
a	O
major	O
contribution	O
to	O
the	O
design	O
of	O
the	O
Mark	O
XIV	O
bomb	O
sight	O
which	O
allowed	O
bombs	O
to	O
be	O
released	O
without	O
a	O
level	O
bombing	O
run	O
beforehand	O
.	O

-DOCSTART-	sentence-39
William	B	William_Golding	
Golding	I	William_Golding	
was	O
appointed	O
Knight	B	Knight_Bachelor	
Bachelor	I	Knight_Bachelor	
by	O
the	O
Queen	B	Queen	
Elizabeth	B	Elizabeth_II	
II	I	Elizabeth_II	
in	O
1988	O
.	O

-DOCSTART-	sentence-61
Michael	B	Michael	
was	O
born	O
April	O
26	O
,	O
1932	O
,	O
in	O
Blackpool	B	Blackpool,_Lancashire,_England	
,	I	Blackpool,_Lancashire,_England	
Lancashire	I	Blackpool,_Lancashire,_England	
,	I	Blackpool,_Lancashire,_England	
England	I	Blackpool,_Lancashire,_England	
.	O
He	B	He	
immigrated	O
to	O
Canada	B	Canada	
in	O
1956	O
and	O
became	O
a	O
Canadian	B	Canadian	
citizen	B	citizen	
in	O
1963	O
.	O
Michael	B	Michael	
married	O
Helen	B	Helen_Wood_Christie	
Wood	I	Helen_Wood_Christie	
Christie	I	Helen_Wood_Christie	
on	O
August	O
6	O
,	O
1960	O
,	O
on	O
Vancouver	B	Vancouver_Island	
Island	I	Vancouver_Island	
.	O

-DOCSTART-	sentence-12
Goeppert	B	Goeppert_Mayer	
Mayer	I	Goeppert_Mayer	
married	O
Joseph	B	Joseph_Edward_Mayer	
Edward	I	Joseph_Edward_Mayer	
Mayer	I	Joseph_Edward_Mayer	
,	O
and	O
moved	O
to	O
the	O
United	B	United_States	
States	I	United_States	
,	O
where	O
Goeppert	B	Goeppert_Mayer	
Mayer	I	Goeppert_Mayer	
was	O
an	O
associate	B	associate_professor	
professor	I	associate_professor	
at	O
Johns	B	Johns_Hopkins_University	
Hopkins	I	Johns_Hopkins_University	
University	I	Johns_Hopkins_University	
.	O

-DOCSTART-	sentence-64
Mario	B	Mario_Capecchi	
Capecchi	I	Mario_Capecchi	
was	O
a	O
Fellow	B	Fellow	
of	O
the	O
Society	B	Society_of_Fellows	
of	I	Society_of_Fellows	
Fellows	I	Society_of_Fellows	
at	O
Harvard	B	Harvard_University	
University	I	Harvard_University	
from	O
1967	O
to	O
1969	O
.	O
In	O
1973	O
Capecchi	B	Capecchi	
joined	O
the	O
faculty	B	faculty	
at	O
the	O
University	B	University_of_Utah	
of	I	University_of_Utah	
Utah	I	University_of_Utah	
.	O

-DOCSTART-	sentence-11
From	O
1936	O
to	O
1938	O
he	B	he	
moved	O
as	O
a	O
full	B	full_professor	
professor	I	full_professor	
and	O
director	B	director	http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-Director_(business)
of	O
the	O
Institute	B	Institute_of_Industrial_Chemistry	
of	I	Institute_of_Industrial_Chemistry	
Industrial	I	Institute_of_Industrial_Chemistry	
Chemistry	I	Institute_of_Industrial_Chemistry	
at	O
the	O
Polytechnic	B	Polytechnic_Institute_of_Turin	
Institute	I	Polytechnic_Institute_of_Turin	
of	I	Polytechnic_Institute_of_Turin	
Turin	I	Polytechnic_Institute_of_Turin	
.	O

-DOCSTART-	sentence-29
Eliot	B	Eliot	
attended	O
Milton	B	Milton_Academy	
Academy	I	Milton_Academy	
in	O
Massachusetts	B	Massachusetts	
for	O
a	O
preparatory	O
year	O
,	O
where	O
he	B	he	
met	O
Scofield	B	Scofield_Thayer	
Thayer	I	Scofield_Thayer	
.	O

-DOCSTART-	sentence-51
During	O
the	O
early	O
2007	O
selection	O
process	O
for	O
the	O
Kadima	B	Kadima	
candidate	O
for	O
President	B	President	
,	O
Prime	B	Prime_Minister	
Minister	I	Prime_Minister	
Ehud	B	Ehud_Olmert	
Olmert	I	Ehud_Olmert	
reportedly	O
offered	O
Wiesel	B	Wiesel	
the	O
nomination	O
,	O
but	O
Wiesel	B	Wiesel	
was	O
not	O
very	O
interested	O
.	O

-DOCSTART-	sentence-35
Nicolaas	B	Nicolaas_Bloembergen	
Bloembergen	I	Nicolaas_Bloembergen	
received	O
his	B	his	
Ph	O
.	O
D	O
.	O
degree	O
from	O
University	B	University_of_Leiden	
of	I	University_of_Leiden	
Leiden	I	University_of_Leiden	
under	O
Cor	B	Cor_Gorter	
Gorter	I	Cor_Gorter	
in	O
1948	O
;	O
while	O
pursuing	O
his	B	his	
PhD	O
at	O
Harvard	B	Harvard	
,	O
Nicolaas	B	Nicolaas_Bloembergen	
Bloembergen	I	Nicolaas_Bloembergen	
also	O
worked	O
part	O
-	O
time	O
as	O
a	O
graduate	O
research	B	research_assistant	
assistant	I	research_assistant	
for	O
Edward	B	Edward_Mills_Purcell	
Mills	I	Edward_Mills_Purcell	
Purcell	I	Edward_Mills_Purcell	
at	O
the	O
